,name,tweet,retweets,location,country,created,followers,is_user_verified,vader_sentiment
11,minnivikes,Frito lay multimillion-dollar company still going through covid-19 put all their employees that are in stores at risk during all this and they take away our Hazard pay and we are on the front lines,0,"North Gates, NY",United States,30-May-2020,24,False,negative
12,Shayblaizen,"""Some Covid-19 patients report symptoms for up to 2 months""  https://t.co/Ka3CoNTYW5",0,"Maine, USA",United States,30-May-2020,1263,False,neutral
13,ageofjeremyq,@MichaelRapaport @realDonaldTrump Maybe we will get lucky and COVID got him.,0,"Glendale, AZ",United States,30-May-2020,14,False,positive
14,A_Golfers_Dream,"I wonder how many more people will get Covid going to all these protests and doing all this looting. 

I guess #stayhome and #staysafe is out the window.",0,"Indianapolis, IN",United States,30-May-2020,159,False,negative
15,robotterror,"My heart goes out to him and his wife. I’ll be available however I can be of assistance.

And I’ll continue to resent conservative voices downplaying COVID-19 and putting us at risk all just to save Trump’s re-election chances.",0,"San Jose, CA",United States,30-May-2020,1524,False,positive
16,robotterror,Friend in Snohomish county had been critical of #StayHome — mildly so — as he was influenced by conservative news to be. His spouse is in the hospital with a “mild” form of COVID-19 and her pain &amp; struggle to breathe…has him warning all his friends to take this seriously.,0,"San Jose, CA",United States,30-May-2020,1524,False,positive
17,caineturner9493,"January: ww3, February: Kobe , March: covid 19, April: murder hornets, may: LA riots 2.0 . June: can’t wait to see what apocalypse we have waiting",1,Northern Liberties,United States,30-May-2020,250,False,negative
18,RealMarcN,"Me, January: ""I wish the news was about something other than Trump!""
Me, April: ""I wish the news was about something other than Covid 19!""
Me, an hour ago: ""I wish the news was about something other than the riots.""
Genie, from lamp: ""Are you sure you want that as your 3rd wish?""",2,"Quarantineville, IA",United States,30-May-2020,15310,False,positive
19,brettashtonsj,"Every.
Single.
Worker.

https://t.co/HF26klkDf1",0,"San Jose, CA",United States,30-May-2020,997,False,neutral
20,Sagelobu,"Fuck. Wait, didn't we hear that covid ran rampant through police precincts?
Are...are you serious? They're stretched thin?",0,the water,United States,30-May-2020,170,False,negative
21,justice4andre,@mcsoaz Be a vice Officer Jarvis and his accomplices are more than likely spreading Covid-19 when they sexually assault and rape you! So stay clear of the @Phoenixpolice &amp; @ScottsdalePD! So you’re not raped and don’t get Covid!,0,"Scottsdale, AZ",United States,30-May-2020,7,False,positive
22,JLoganINC,@realDonaldTrump Just like you said drink Lysol to cure Covid. You ignoran fool.,0,USA,United States,30-May-2020,59,False,positive
23,FuckItsLizBro,If I get on @UnivisionNews and see covid-19 talk and not #BLM talk ima be upset fr . https://t.co/cQ5kwoHPas,0,Asshole,United States,30-May-2020,214,False,negative
24,pizzaiero,Covid outbreak... aussie bushfires.... idubbbz simping.... killer wasps.... riots all over the country.... paul town dropping 15 more schizo hoodies.... monkeys stealing covid blood samples..... what else will They distract us with? What’s next?,0,,United States,30-May-2020,5710,False,negative
25,_luhamby,THIS IS CRAZY AND UNCALLED FOR!!!! We already having a time with this Covid-19 and now this https://t.co/T4I7dfhDdl,1,"Georgia, USA",United States,30-May-2020,852,False,negative
26,DJYngwie,Could be one of the biggest mistakes in history if they are deployed for Posse Comatitus. I am more convinced tonight this smells of domestic terrorism due to the probing of the international drug cartels amidst COVID-19 laws/acts in recent months. https://t.co/xy1CHGj19X,0,"Minnesota, USA",United States,30-May-2020,62,False,negative
27,rhiannmari,"sad thing is, we still in a pandemic . this could all be apart of the white mans plan ..they know we’re going to protest, they know we’re going to gather . social gatherings knowing black folks are more likely to die from covid-19 . what if this is to create the 2nd wave?",1,"Nashville, TN",United States,30-May-2020,506,False,negative
28,thxrmo,The Police and COVID-19 are in a head to head competition to devastate the black community,0,uptown,United States,30-May-2020,2539,False,negative
29,PIOKevinLee,"Feel like you may have been exposed to COVID-19, but not showing symptoms? You can now get a test in Long Beach even if asymptomatic. #COVID19LongBeach https://t.co/WQouDw05Kp",0,"Long Beach, CA",United States,30-May-2020,394,False,positive
30,ChrisWrightInNY,@Lor_blueeyes @CJTS7006 Are you talking about Mobster Libtard Don Cuomo aka Fredos older brother!? Since he’s the one who put COVID patients in Senior citizen living facilities on purpose in order to murder them. While pulling his own Mother out before making the call!? The LW are local terrorist ijs 🤷🏾‍♂️,0,"Brooklyn, NY",United States,30-May-2020,11238,False,negative
31,cydruc,"@koi529 @GJohnston2014 Will be interesting to see:1)if no spike in covid after no ""socialism...I mean ""social distancing"" w/stupid riots=hoax OR 2)the stupid sheep in the streets rioting &amp; looting will all get covid and we will have many less stupid people in Democrat states so they will turn red.",0,,United States,30-May-2020,21238,False,negative
32,queenelizabella,"@RFoster504 right, covid who? ain't no articles &amp; shit being posted now 😂",0,Dallas ✯,United States,30-May-2020,3043,False,positive
33,JunkerEleven,"AND #KateBrown is saying + doing NOTHING #Portland THX, for creating the scene that is downtown white trash running rampant! PORTLAND isn’t the city this horrific crime occurred?! #GeorgeFloyd did NOT live here — you f’g idiots! #COVID__19 I guess the lock down is over now FUCKS. https://t.co/MhRhuI7IUY",0,"Oregon, USA",United States,30-May-2020,739,False,negative
34,malice_of_balor,"Everywhere but work, unfortunately we're supposed to be robots. We were even reprimanded if we talked about even COVID online with connections to our workplace. https://t.co/iOQQW1j3k8",0,"Florida, USA",United States,30-May-2020,131,False,negative
35,aaydeetee_Lexy_,"Covid-19 alone, paints a scary picture of the lengths people will go w/o regard to their fellow man to get what they want. 

I want to trust in people,  but seeing lack of common sense in so many people makes me uneasy and I don’t scare very easily .",0,"ElectricLadyLand , WA",United States,30-May-2020,295,False,positive
36,AbsolomMusoke,@mkainerugaba Bogus news Covid-19 is a cash bonanza for the corrupt regimes like that of uganda,0,New York City / Bamunanika UG,United States,30-May-2020,10,False,positive
37,AdemilGonzalez,@michaelkeyes @TheNumba1Guy @OPSGRP_NTC @ARCYBER @USArmy fight Death’s Design when the Intelligence Community is the one pulling the strings? All I was trying to say is I want to be transferred to be an MOS35. @u_syracuse was working on my Rank and transfer. It was all heavily Documented but then the COVID-19 Outbreak Strategy I helped,0,"Los Angeles, CA",United States,30-May-2020,218,False,positive
38,AlAboutNothing,Based on covid stats get ready for ANOTHER LOCKDOWN by various states running out of ICU space in hospitals. The morons opened way to soon. @CNN @MSNBC @washingtonpost @nytimes @WSJ @AARP,0,San Francisco Bay Area,United States,30-May-2020,509,False,positive
39,sandyhamada,"When you have pre-existing conditions and get COVID-19, the cause of death is still COVID-19. The cops murdered him, this is some BS. https://t.co/4QElorVxgm",0,Los Angeles,United States,30-May-2020,353,False,negative
40,thatguy_Al3x,Shit crazy n we thought Covid-19 was serious,0,"Tuscaloosa,AL ",United States,30-May-2020,2081,False,negative
41,DanielBeeman1,"Now how long has this gap been going on? 2nd, what is cost per square foot in lower inc. vs mid to high inc?
Lastly, what amenities come in low inc. units vs higher inc. units? I believe you will find triple advantages to have higher inc vs poor &amp;, impoverished. Even worse Covid https://t.co/J9mh4LfOJo",0,"San Diego, CA",United States,30-May-2020,298,False,negative
42,GeniusIsTheMuse,In order to wake up covid had to happen it scv growing up,0,"Gresham, OR",United States,30-May-2020,154,False,positive
43,JackieNorena,"Seattle during Quarantine  May 2020! Captains log....today we saw humans. 

#covid19 #rona2020 #coronavirus #covid #masks #whitecenter @ Dottie’s Double Wide https://t.co/aDB4RiRhdi",0,"Seattle, WA",United States,30-May-2020,139,False,neutral
44,coachredd44,"I told @King44henry you can’t control COVID or Racism. Just continue to prepare for what you can control on the field!
#yourlifematter #nochains #rockchalk #chroniclesofking44
@HebronFootball @14Jhill  @KU_Football @KU_EJones @KUHawkRecruit @BrentDearmon https://t.co/YhCCZGAOZp",0,"Carrollton, Tx",United States,30-May-2020,606,False,negative
45,thatswhatsup323,What happened to the covid-19 stay at home bull shit lol https://t.co/Ac2QHBxr2W,0,City of Los Angeles ,United States,30-May-2020,258,False,positive
46,Laughingmichell,@Ordinary1World Flu my ass it's covid 19 you know trump owns half of Florida,0,Vancouver Washington state.,United States,30-May-2020,163,False,negative
47,MayMayGraves,"(3/7) Let me tell you about owning a business in deep ellum as a poor queer person. I slept there because I didn't have a home for the first 3 months. Even with insurance, I would not be able to keep my business with the COVID shut down &amp; NOW with the destruction of the riots...",0,"Dallas, TX",United States,30-May-2020,516,False,negative
48,dinjiifashion,Protesting is necessary. You can’t shut us up! #JusticeForGeorgeFlyod #riots2020 #BlackLivesMatters #BlackLiveMatter #dcprotest #COVID,0,"Houston, TX",United States,30-May-2020,1529,False,negative
49,lucascowdrey,@BiscAnenome @TitusNation He was working by creating the Covid task force in January while he was also dealing with and impeachment trial taking up much of the time he could have use focusing on Covid.,0,Toledo Ohio,United States,30-May-2020,23,False,positive
50,itsChente,I kid you not with everything going on just TODAY I forgot about Covid being a thing,0,"Downey, CA",United States,30-May-2020,286,False,neutral
51,TheCoquette67,Was the COVID-19 Test Meant to Detect a Virus? https://t.co/MoaX77luPJ via @tracybeanz,0,"Whittier, Ca",United States,30-May-2020,236,False,neutral
52,RMGaustad,"If you’ve lost your job. If you’ve lost your business. If you’ve been stuck at home for weeks. If you got Covid-19. If you wonder if you’ll even have a future. Well, it’s because of the grifter in the WH. No leadership, zero empathy. Vote on Nov. 3.

https://t.co/fr9d0l8Ufx",0,"Petaluma, CA",United States,30-May-2020,3028,False,negative
53,FancherHolly,"Me: We should cancel DragonCon this year because of Covid.
@JHensley55 : Nah, it should be fine by then.
Thugs of ATL: Hold my beer.. https://t.co/uv4HYj5EvL",0,U.S.A,United States,30-May-2020,89,False,negative
54,conservativemn,Where do we sign up to volunteer to review video footage of this and trace everyone who can be identified to arrest them.  If you can have contact tracers for Covid let’s have a delegation of tracers for Antifa,0,Minnesota,United States,30-May-2020,503,False,negative
55,2kewl2bu,Welp I guess things went from having to stay inside cause of the covid to now waiting for the apocalypse to begin,0,,United States,30-May-2020,22,False,neutral
56,realmleez,"@heartrnb1 @realDonaldTrump Nevada is doing mail in primary voting for secondary offices due to Covid-19. Judges,  etc. Only registered voters receive them and info can only be changed online with secure password. When you register with your original voting card your signatures must match.",0,"Las Vegas, NV",United States,30-May-2020,3292,False,positive
57,EricVictorino,@morningmika He even put his VP in charge of the so called covid response. He’s a coward. A punk.,0,"California, USA",United States,30-May-2020,4160,True,negative
58,Expression451,"@TheoKeith @FOX9 And now they bring in more people trained to kill instead of protect and serve... Walz has handled  Covid very well in my opinion, but this??? This has been handled so poorly by every single level of “leadership”",0,"Le Sueur, Chaska & Mankato MN",United States,30-May-2020,290,False,positive
59,CharlesChiles15,"@ShirinRajaee @fox5dc This is a field day for the press! Many have forgotten the devastation done by COVID-19, in favour of another cop killing of a ""defenseless black man?""
He had to be behaving erratically to attract their attention in the first place: often they are mentally I'll or on drugs?",0,,United States,30-May-2020,3,False,negative
60,Sunaina224ever,This goes down in history! Can I just say that I'm proud to be #American! We will die for our beliefs! COVID-19 is the least of our worries at this point. A man died in front of us all because of his color! We're a melting pot fools! Together we stand against this tyranny! https://t.co/sXsQTq3Zpa,0,"California, USA",United States,30-May-2020,2961,False,negative
61,sonntag_mike,"Funny @GovTimWalz how many people knew how many folks were coming from out of town to create more chaos, and you didn’t? Let me guess, Same science that you use for Covid-19? Embarrassing. God man you are destroying the state you govern!",0,,United States,30-May-2020,271,False,positive
62,MarkJWestpfahl,@SaraPimental Referring to the infamous dials that have been standard at the Covid press conferences. https://t.co/rhoPxzAMkT,0,"South Saint Paul, MN",United States,30-May-2020,3647,False,neutral
63,NateZierden,I’ve complained a decent amount in my life about the Twins (my favorite sports team and it’s not close) lack of spending money when they have very wealthy owner but this move of paying minor leaguers during the Covid Bullshit has to be one of the classier moves  #TwinsTerritory,0,MN,United States,30-May-2020,152,False,negative
64,themarissamonk,if COVID was a town it’d be my hometown,0,,United States,30-May-2020,1049,False,neutral
65,rchllvdy,"Those with money (Target, Walgreens, Chase etc.) can and will rebuild. Leave small business’ and individuals alone. They are already suffering from the COVID-19 closures. If you choose to protest, be safe and mindful. #BlackLivesMatter",1,Bay Area,United States,30-May-2020,157,False,negative
66,retromatt1,@AfricanMalcolm All we had to do to stop covid was stop talking about it,1,inna trenches,United States,30-May-2020,798,False,negative
67,lexonthebeach__,"41 million people are on unemployment, COVID numbers at all time high, more people dying by the day, riots in the streets fighting our insanely broken system, and our government has no plan. the world is watching in awe as we literally implode. best country in the world my ass.",0,hangin w my cats,United States,30-May-2020,524,False,negative
68,richoid,"@realDonaldTrump Your failure is demonstrated by New Zealand's success with COVID-19. Your lack of intelligence and lack of attention cost America 130,000 lives. Your racism emboldens racist murderers who hang on your every sick tweet. You are the death of America. #trumpGenocide https://t.co/KGjHdWwLch",0,"Roseville, CA",United States,30-May-2020,246,False,positive
69,ayyub_arafat,"Marrying a cheating husband is like covid-19 pandemic,you discovered  new cases everyday😂😂",0,"Saskatchewan, Canada",United States,30-May-2020,70,False,positive
70,leeleeuhh_,"@NYSDOCCS Cmr. Annucci should withdraw his appeal of the release of Anthony Bottom. On 4/27, Judge Stephan Schick ordered Mr. Bottom's release to protect him from COVID-19,but DOCCS appealed, blocking release. Now he is ill. Withdraw appeal so he can go home, recover &amp; stay safe",0,"Hawaii, USA",United States,30-May-2020,290,False,positive
71,leeleeuhh_,"@TishJames @NewYorkStateAG Withdraw your appeal of Judge Shick's 4/27 order releasing Anthony Bottom. If you had not appealed/blocked his release, Mr. Bottom wouldn't have contracted COVID &amp; wouldn't be seriously ill now. Withdraw the appeal so he can go home,recover &amp; stay safe",0,"Hawaii, USA",United States,30-May-2020,290,False,positive
72,candies2639,Coronavirus: Monkeys 'escape with COVID-19 samples' after attacking lab assistant https://t.co/2cSfUkJgTJ,1,,United States,30-May-2020,11635,False,positive
73,luckysister2,"2020 gave us COVID, took us into a depression, started riots, killed the innocent. I AM PISSED. #GeorgeFloyd #ICantBreath #JusticeForGeorgeFloyd #BlackLivesMatters",0,"Portland, OR",United States,30-May-2020,3187,False,negative
74,Nylahbrooke,Damn now when the court start taking back cases for speeding tickets they not gone show no mercy 😭 hopefully covid just cancel out my tickets like they never happened man bc I got a super duper speeding ticket,0,"Atlanta, GA",United States,30-May-2020,551,False,positive
75,yadhiraas,Please share! All money earned is going to be donated to Honduras to help towns affected by COVID-19. A simple RT could help get people some food and resources!! &lt;3 https://t.co/Bx6YM5J9Dr,5,"Bakersfield, CA",United States,30-May-2020,607,False,positive
76,Salvadorescalan,"@JoeBiden I'm actually carrying a very strong immunity that can cure COVID-19, so idk if that's why y'all want",0,,United States,30-May-2020,0,False,positive
77,Marshall_XXIII,"@potnoodlenawank @SportsCenter Nah, the COVID shit is gonna start disappearing now since the media has a new headline to make them money.",0,"Alliance, Ohio",United States,30-May-2020,388,False,negative
78,StevenW99451879,@RudyGiuliani @cjdtwit Covid 19 or burning it down Democrats are on a mission to destroy America,0,"Tennessee, USA",United States,30-May-2020,5421,False,negative
79,NettieOliver7,"@andrecole @Breznican Just like COVID-19 is taking the lives of people with underlying health issues it was COVID that killed them 
That cop kneeling on his neck killed him 
#DisbarBarr &amp; trump dictated that examiner's report &amp; He's pretty much a cop too @amjoyshow #AMJoy @mayawiley @JillWineBanks",0,"Hanford, CA",United States,30-May-2020,574,False,negative
80,KirkeyNanette,@Julietknows1 @Jamierodr14 @realDonaldTrump Maybe he’s one of the prisoners released because of COVID 😳,0,"Missouri, USA",United States,30-May-2020,105,False,negative
81,Alflamont,"Food for thought:

Women’s March sized crowds this weekend = regime change. 

Also we all die of Covid. 

But kinda worth it at this point? https://t.co/LP2VZ9QPj7",0,"Sacramento, CA",United States,30-May-2020,1577,False,negative
82,stromio1,Think... there are RIOTS during A global pandemic..... ppl who haven’t been tested for Covid-19 who may be positive are around other people..... 2nd WAVE is here fam.,1,Dallas TX,United States,30-May-2020,2645,False,positive
83,reuben81691,From the COVID-19 pandemic to the senseless murder of George Floyd if there was ever a statement to sum up 2020 in a nutshell so far it’s “I Can’t Breathe.”,0,"Canoga Park, Los Angeles",United States,30-May-2020,1740,False,negative
84,MayorEdEstes,COVID-19: Updates for the US #covid19 https://t.co/iQRZ8oSSmV,0,"Glenarden, MD",United States,30-May-2020,184,False,neutral
85,hect0ryanez,Racism is going hard right now almost forgot we dying from covid and 5G,1,dowtown,United States,30-May-2020,114,False,negative
86,hhawk,"My biggest fear right now is for the lives all those protesting... Not only at the hands of the police but more troublesome from the lack of social distancing...

COVID-19 many take more lives than bullets and bullies. Not only from the protest but from over crowded lockups 😭😭",0,"New Jersey, USA",United States,30-May-2020,5777,False,negative
87,TheJaelonJones,Lol i knew this covid shit wasnt as serious as they say. Them social distancing orders disappeared this weekend,1,"Dallas, TX",United States,30-May-2020,1157,False,positive
88,TouieBluey,Yup. You and Covid talk amongst  yourselves https://t.co/KiNyK65Y5S,0,"Ocean Hill, Brooklyn",United States,30-May-2020,717,False,neutral
89,michelle1virg,"@funder Let’s do what Trump’s minions do and place blame. It was set up by Republicans to deflect from Trump’s blunder with the 100,000 Covid death.",0,USA,United States,30-May-2020,148,False,negative
90,lowkeyguy,@moriahmillsss Crazy. COVID-19 &amp; Riots 😣 Please stay safe ( on both coasts) Downtown LA is getting rough with heavy police presence and on the east coast I hear a state of emergency in Fulton County Ga ...,0,"Long Beach, CA",United States,30-May-2020,940,False,positive
91,deshave,"@ginabrayx3 @travelchick321 @Canella1200 @NYGovCuomo Or maybe I’m mad because Cuomo ordered nursing homes to take Covid patients from hospitals when he had other places to send them, causing a massive wave of death to our seniors. I guess you haven’t lost anyone yet. Lucky you.",0,,United States,30-May-2020,3,False,negative
92,RolandB3,"@missaflo74 @Mikel_Jollett ""Gone to you"" is irrelevant. 
""Their system"" has brought badly needed medical treatment to people who otherwise might die. Oh, and also leading the international effort to find a COVID vaccine and end the global pandemic. 
I love that system.",0,In front of you & to the Left,United States,30-May-2020,1059,False,negative
93,Leo78386891,"@realDonaldTrump We’ve had mail in voting for years you mailed in your last vote and so does the mini politicians on Capitol Hill stop spreading the lies there’s no fraud with mail in voting COVID 19 means mail in Voting! Like it or not🧢🗳🇺🇸
#voteblue2020🧢🇺🇸😎 https://t.co/EcO2eKsU9p",1,United States,United States,30-May-2020,357,False,positive
94,FairyInaBox,@xmckitten Thanks for understanding and you should definitely visit when they reopen after Covid. I’m just nervous after the smashing of the library windows that graffiti won’t be the worst of it.,0,,United States,30-May-2020,337,False,positive
95,yonesu_diamon48,"Okay so listen. Right now, Momocon would’ve been started right? and Momocon is held at the building BEHIND CNN. I’m just glad that it is cancelled due to covid but this is embarrasing. I wasn’t born in GA but i know for a fact that i’m not claiming GA as my home anymore",0,,United States,30-May-2020,160,False,positive
96,brynn0830,"@pepsi hey since you sponsored a covid test site &amp; helped Kendall Jenner invent world peace, could you maybe donate to #BlackLivesMatter ?",0,,United States,30-May-2020,218,False,positive
97,JennaOrndorf,You lookin at me?  #kittylove #cats #lovelife #loveoneanother #catsofinstagram #catlover #animallover #catmom #brothers #lazy #kitties #quarantinelife #covid #covid19 #quarantine #stayinghome #flattenthecurve @… https://t.co/euU9HUrc2P,0,New York City,United States,30-May-2020,66,False,negative
98,BadBoiDree,Covid-19 is on temporary time out until further notice. It’s protest time ✊🏽,0,,United States,30-May-2020,1703,False,negative
99,brynn0830,@pepsi hey was just wondering since u guys sponsored a COVID test site and helped Kendall Jenner create world peace if you donate to support #BlackLivesMatter ? Just a thought.,0,,United States,30-May-2020,218,False,positive
100,jaimwar12,"Buckingham palace. 

-pizzagate

-pedogate

-obamagate

-CNN gets trashed. 

-All the dem govs are pointing fingers somewhere else.  

-trump kill clock in NYC

-CDC lying about covid deaths

-don’t wear a mask, wear a mask, font wear a mask. Well, which is it? 

-China is to",0,"Traverse City, MI",United States,30-May-2020,80,False,negative
101,BrianReinert1,@bestindabiz51 Finally getting cellar/plans/construction finalized now that this Covid shit finishing ... this was first pic the designer pulls out!! Pretty fucking cool huh!!,0,"Atlanta, Napa and Las Vegas",United States,30-May-2020,1073,False,positive
102,LAdineNclub,Partygoer at Missouri's Lake of Ozarks positive for COVID-19 https://t.co/v3i2DkIIoE,0,Los Angeles,United States,30-May-2020,586,False,positive
103,TLHUBER,@littllemel @Utsava4 Well I guess we will not be hearing about COVID-19 much longer. Finally !!!,0,Florida,United States,30-May-2020,329,False,positive
104,scottkernest,John Roberts joins liberals as Supreme Court rejects challenge to Newsom’s COVID-19 limits on California church attendance https://t.co/BUqWlEJ2WB,4,"Kalispell, MT | Flint, MI ",United States,30-May-2020,1926,False,positive
105,duydotdecimal,Calhoun students walk the stage https://t.co/1UhJ90M2se via @vicadvocate,0,,United States,30-May-2020,407,False,neutral
106,IndpndntThnkn,"Seems #Facebook #Facebooklive #FacebookMessenger #instagram was the shot heard all over the world that burned our country. #10Bill?

#Thanks #TrumpsFault #Tweets 4 igniting a big flame!

We have a lot more 2worry about. The #coronavirus #COVID19 #COVID

@CNN @msnbc @CBSNews @ABC",0,I want Facts Not Idealogs,United States,30-May-2020,156,False,positive
107,themarissamonk,COVID gone be here forever,0,,United States,30-May-2020,1049,False,neutral
108,BKendallMD,"such a relevant point, given the current knowledge of a diagnosis of covid up to 30days postop being included with this population.

more data &amp; time will tell; but absolutely important topic to discuss &amp; analyze.

@CovidSurg #MedTwitter https://t.co/nB4lVgrZ0r",1,"Boston, MA",United States,30-May-2020,1837,False,positive
109,kekprincesss,"@blondxrage Ok , karen. ❤
Keep destroying your immune system.
Do you work in healthcare? Are you on the frontlines treating covid patients? No? Then stop spouting your fear mongering to somebody who is, who's had to deal with it.

And no, Appalachian mountains aren't correct either.",0,🇺🇸,United States,30-May-2020,619,False,negative
110,roland_israel,Like seriously. Can’t let your #liberties be reduced. How many are going to be infected? #COVID__19 is real! #ReadtheData #YouAreGambling with #YourLife. #TrumpLiesAmericansDie #GlobalPandemic #flatteningthecurve #StayAtHome https://t.co/18VR5EEGBj,0,"Chandler, AZ",United States,30-May-2020,135,False,positive
111,slow_turn_,It’s a shame that the good people that aren’t racist might end up sick because of all of this. Hopefully covid-19 is on a lunch break. I need y’all to stay alive and healthy so we can fight this MF’ing fight!,0,"Charlottesville, VA",United States,30-May-2020,183,False,positive
112,allegro572,Totally or maybe his COVID test WAS POSITIVE🌟🌟🇺🇸🌟🌟🇺🇸🌟🌟 https://t.co/Mi7qcNcZZY,0,kansas,United States,30-May-2020,851,False,positive
113,brianaxcxj,Love how national guard wasn’t called on the stupid ass white covid protesters who were breaking guidelines by assembling but they are called for protesters who are out on the streets demanding justice for the murder of a black man. Spot the difference.,0,"Los Angeles, CA",United States,30-May-2020,227,False,positive
114,DBBennett8,"So Covid is over???? #coronavirus @FoxNews ha, well the @cnn hype is.",0,"Tampa, Florida",United States,30-May-2020,175,False,positive
115,SonnyCos,"months of lockdown, more than 100K deaths, more than 1.5M sick from COVID-19, more than 30M jobs lost, police brutality, riots, &amp; looting.  #USA  is in #crisis #ICantBreath #BlackLivesMatters #pademic",0,"North Hollywood, Los Angeles",United States,30-May-2020,395,False,negative
116,jpaw44,"Me trying to keep up on Twitter right now b/w Minneapolis, Oakland, Atlanta, all of fucking America, our shit bag President, COVID... https://t.co/9pNhK4KND6",0,"Austin, TX",United States,30-May-2020,832,False,negative
117,mactavish,"""Four of the worst-hit countries in this pandemic are also afflicted with heads of state preoccupied with meeting the terms of machismo...in ways that conflict with recognizing the gravity of the Covid-19 crisis and responding adequately.""

https://t.co/7t32HQXtqh",0,unceded Chochenyo Ohlone land,United States,30-May-2020,4377,False,negative
118,BarbaraTibbetts,California records highest single-day increase in Covid-19 cases https://t.co/GYCo22zoG5,0,,United States,30-May-2020,2085,False,positive
119,Buaidh_BhoysHH,"👀 !!ATTENTION ALL PERSONNEL!!
The 8-Day 4-Day of COVID-Memorial Day has been cancelled... 🇺🇸🙄🤣🤣🤣 https://t.co/xbd3wsbrVI",0,"Manhattan, NY",United States,30-May-2020,1990,False,positive
120,cjsweatt,"I don’t know how much more my nerves and mental health can take this year. There’s so much going on everywhere, all at once, and I just cannot process anything else. COVID, racism, murder, 45, riots, quarantine, WFH.... #numb #anxiety #panic https://t.co/JP6bCXXHj3",0,"Emeryville, CA",United States,30-May-2020,87,False,negative
121,fempkaiser,Delcy eloina la fea con #covid_19 #georgeharris #ticktock #venezuela #miami en Miami Downtown Brickell https://t.co/YTKj4m0Eqn,0,venezuela,United States,30-May-2020,1262,False,neutral
122,FhzFun,@ScottFordTVGuy He sucks so he going to do just like he has done with #COVID__19 nothing..,0,United States,United States,30-May-2020,1346,False,positive
123,imjesseemerson,@Tbars23 I willl if you want Covid.,0,"Stopit, North Dakota",United States,30-May-2020,186,False,positive
124,CassandraDuBoi1,@StefKleinhenz @ChanelRion @OANN These all works by SOROS &amp; @SpeakerPelosi and her corrupt @TheDemocrats now we know why they release all those criminals &amp; here they are funded directly by these vile disgraceful terrorist!They can’t kill us w/covid so they created these criminals #DemocratsAreDestroyingAmerica,0,"California, USA",United States,30-May-2020,715,False,negative
125,ericbizimana,WHAT HAPPENED TO COVID-19🤔¿,0,from Rwanda to Ohio,United States,30-May-2020,670,False,neutral
126,V_PhillipsNRH,"@tliou @wfaa @Sneakerpolitics The situation in Minneapolis is horrible. It is heartbreaking and unnecessary. We can do better. However, The damage resolves NOTHING. It is damaging local Business people, some fighting their way back from Covid-19. Some are not local leaving loss to us. Peaceable Solutions work",0,"North Richland Hills, TX",United States,30-May-2020,180,False,positive
127,Gasmaskbob_NGS,"I thought covid was a reset for the world nope still dumb people everywhere I'm this close from cashing my life check cause I'm done with this the human race💀🖕🖕🖕🖕🖕
 #exterminathumanrace
#NoLivesMatter #everythingispolitical https://t.co/zoGiw4fAsK",0,United States,United States,30-May-2020,181,False,positive
128,travistydesigns,"20% effective unemployment rate.
COVID quarantine economic downfall.
Racial tension.
Global trade tension.
US withdraw from global pacts.
Election year.
A wreckless President who only aims to win.

I’m calling it now, he’s going to try to put us in a war before November.",0,"Palo Alto, CA",United States,30-May-2020,298,False,positive
129,ANDIAMOWHITE,"@BarackObama @MichelleObama 

Two pandemics
1. COVID-19: SOCIAL DISTANCING TO HELP END IT

2. RACISM IN AMERICA: UNITE AGAINST IT TO HELP END IT",0,PADUCAH KY,United States,30-May-2020,73,False,positive
130,ToddBarclay,@jswimberly @realPolitiDiva I lement the death of that poor man but I believe that this event was orchestrated to create dissent in our nation.  Covid is being proven to be a fabrication so now they are orchestrating a race war.,0,Denver,United States,30-May-2020,869,False,negative
131,ColdOpenFan,"Could cancel my next week of vacation and work since i dont actually have a vacation anymore. Fuck you covid. Or alternatively could go to denver and join up in protests
Hmm",1,"Redlands, CO",United States,30-May-2020,126,False,negative
132,cassxoxowatson,"Feb: Coronavirus hits the us killing its first person
That nasty ass nigga Weinstein goes to jail 
They said that by August 2.3-3 millions Americans was gon die.. yes DIE from Covid-19 chile. We was SCARED",0,California,United States,30-May-2020,732,False,negative
133,itsRachelHooker,"My friend’s working @ a testing site for COVID,&amp;today I got to help w a patient that can’t speak English. That right there is EXACTLY why I got a Spanish degree. Yes, I love the language&amp;enjoyed my Spanish classes, but I NEVER wanted a language barrier to be an issue in my life",0,"Tuscaloosa, AL",United States,30-May-2020,11087,False,positive
134,HTOOOS,5.5 hours on the phone is a fantabulous date if that is the best thing possible in these covid days,0,Connecticut,United States,30-May-2020,266,False,positive
135,Cancun1960,DeRay McKesson: Not Even COVID Stopped Police Killings In The U.S. | The... https://t.co/ry5oFkQtLP via @YouTube,0,"Marshall, MN",United States,30-May-2020,78,False,negative
136,scr3wlo0se,"@MNUpNorthLakeG1 His covid plan created the tension that caused this mess. People are sick of being home, sick of being out of work, sick of the overreaching government. MPD just gave them an excuse to riot.",1,"Orono, MN (Duluth, MN)",United States,30-May-2020,80,False,negative
